Title,Title_URL,Image,text_text_cg3pf,text_text_cg3pf1,User,typography_typography_exx2d,typography_typography_exx2d2
The SOP template your startup needs,https://www.notion.so/blog/sop-template-for-startups,"https://www.notion.so/cdn-cgi/image/format=webp,width=3840/https://images.ctfassets.net/spoqsaf9291f/1rSFrjkFviOxZCt6umMABT/8a227a5e389c580d448d3b39cef38589/SOPtemplate.png",For Teams,"Standard operating procedures (SOPs) don’t have to be painful to maintain or systematize. Having an SOP template in place will set your startup up for success. With an SOP template to start with, standard guidelines, and rigorous taxonomy, SOPs can become the resource they’re intended to be instead of a pain.","https://www.notion.so/cdn-cgi/image/format=auto,width=3840,quality=80/https://images.ctfassets.net/spoqsaf9291f/550M8eEkGIMTbrtotzQAWq/96f37fc70b61b0f7a111ca9c0943e7d6/Nate.png",Nate Martins,Marketing
The three types of knowledge and how startups can use them,https://www.notion.so/blog/three-types-of-knowledge-for-startups,"https://www.notion.so/cdn-cgi/image/format=webp,width=3840/https://images.ctfassets.net/spoqsaf9291f/7khkWMRmfknouZFvwDQaw7/3215a2acdc493a8ac5e7f25a42b00f8d/types-of-knowledge.png",For Teams,"Understanding the three knowledge types and how to categorize them, apply them, and use them is called metaknowledge. Leveraging metaknowledge can help your company improve productivity and reduce the likelihood of knowledge getting lost when employees move in and out of roles.","https://www.notion.so/cdn-cgi/image/format=auto,width=3840,quality=80/https://images.ctfassets.net/spoqsaf9291f/550M8eEkGIMTbrtotzQAWq/96f37fc70b61b0f7a111ca9c0943e7d6/Nate.png",Nate Martins,Marketing
How to set up systems for organizational learning for your startup,https://www.notion.so/blog/how-to-set-up-systems-for-organizational-learning,"https://www.notion.so/cdn-cgi/image/format=webp,width=3840/https://images.ctfassets.net/spoqsaf9291f/3pxWTYQBHiUHlQl3f2r4OV/40618018223335b9fa2474e5dcf4cc7b/organizational-knowledge.png",For Teams,"Organizational learning takes one person’s or one team’s learnings and codifies them for the rest of the team to benefit from. When this centralized knowledge is accessible by everyone, it helps the whole team level up.","https://www.notion.so/cdn-cgi/image/format=auto,width=3840,quality=80/https://images.ctfassets.net/spoqsaf9291f/550M8eEkGIMTbrtotzQAWq/96f37fc70b61b0f7a111ca9c0943e7d6/Nate.png",Nate Martins,Marketing
Merci Grace's early-stage startup templates will take your company from zero to one,https://www.notion.so/blog/merci-grace-slack-lightspeed-startup-templates,"https://www.notion.so/cdn-cgi/image/format=webp,width=3840/https://images.ctfassets.net/spoqsaf9291f/q7jqzLaDJlzng0EPS9us9/ae9020eb8fb1d151ef062014ca4c978d/merci-grace-thumb.png",Inspiration,"Former Slack Head of Growth Merci Grace's six templates cover foundational processes like willingness-to-pay interviews, your first landing page, and remote brand sprints.","https://www.notion.so/cdn-cgi/image/format=auto,width=3840,quality=80/https://images.ctfassets.net/spoqsaf9291f/3aHF18zNRV5y0HEE1J7zDJ/b6b0f5890d1e7ed8113e96af999d8a44/Andrea__1_.png",Andrea Lim,Marketing
This branding framework made Netflix a household name,https://www.notion.so/blog/netflix-gib-biddle-branding-template,"https://www.notion.so/cdn-cgi/image/format=webp,width=3840/https://images.ctfassets.net/spoqsaf9291f/2yx3VCrVqugBup0NZNFIJ1/bc320b1776095568e9f9d6878e58c815/netflix-gib-thumb.png",Inspiration,Try the template that Netflix used to differentiate themselves and build a memorable identity.,"https://www.notion.so/cdn-cgi/image/format=auto,width=3840,quality=80/https://images.ctfassets.net/spoqsaf9291f/3aHF18zNRV5y0HEE1J7zDJ/b6b0f5890d1e7ed8113e96af999d8a44/Andrea__1_.png",Andrea Lim,Marketing
Howard Rheingold on the past and present of virtual communities,https://www.notion.so/blog/howard-rheingold,"https://www.notion.so/cdn-cgi/image/format=webp,width=3840/https://images.ctfassets.net/spoqsaf9291f/G0QBI3Ag7mFLRk690JIyM/5ad1caadbb44024a87cb1d7f768a638e/Howard_thumbnail.png",Pioneers,Howard Rheingold is a writer and educator known for being one of the first thinkers to treat the internet as a social and cultural environment.,"https://www.notion.so/cdn-cgi/image/format=auto,width=3840,quality=80/https://images.ctfassets.net/spoqsaf9291f/5tubhj7JsmEJZKCA5oO6X7/12a2e748874884843f30ca9a178280ff/Devon.png",Devon Zuegel,Product
Notion is now in Japanese! みなさん、こんにちは！,https://www.notion.so/blog/notion-launching-in-japanese,"https://www.notion.so/cdn-cgi/image/format=webp,width=3840/https://images.ctfassets.net/spoqsaf9291f/XAbe0SpXMxVil9n1umFGG/fbebf64741fcdb9aa96f00e575bb9eb4/japan-launch-thumb__1_.png",Notion HQ,We just launched Notion in Japanese! One more important step toward serving our global audience better.,"https://www.notion.so/cdn-cgi/image/format=auto,width=3840,quality=80/https://images.ctfassets.net/spoqsaf9291f/7pc3VPuXFeBphRw75DIAT9/810f06cbbc346b42ae2abfe5a69a8c8c/katsu.png",Katsukiyo Nishi,Japan General Manager
How to fund your startup (with templates),https://www.notion.so/blog/startup-fundraising-templates,"https://www.notion.so/cdn-cgi/image/format=webp,width=3840/https://images.ctfassets.net/spoqsaf9291f/78szmVMFQsUDcSUtK0h9tY/699a474c99883a03bcde0e9e8c04285d/fundraising-roundup-thumb__1_.jpg",For Teams,"From self-funding to grants, here’s how to choose the right path for your startup. Use startup fundraising templates to stay organized and get the job done.","https://www.notion.so/cdn-cgi/image/format=auto,width=3840,quality=80/https://images.ctfassets.net/spoqsaf9291f/71jMHbWZR9otY6j4aC6rOV/392cbf5a3d0878cbee6fecb97b0a0981/Alyssa_Zacharias.png", Alyssa Zacharias,Marketing
3 secrets of high-performing virtual teams,https://www.notion.so/blog/3-secrets-high-performing-virtual-teams,"https://www.notion.so/cdn-cgi/image/format=webp,width=3840/https://images.ctfassets.net/spoqsaf9291f/34BJKvt6hnp3B1SLhPakGz/40cb410dfb4344fc5078ae26862c2aa8/virtual-teams.png",For Teams,Many existing teamwork models are based on teams that interact in person at least some of the time. And that’s what messes with efforts to work well remotely — we’re taking in-person strategies and bringing them into the virtual world.,"https://www.notion.so/cdn-cgi/image/format=auto,width=3840,quality=80/https://images.ctfassets.net/spoqsaf9291f/550M8eEkGIMTbrtotzQAWq/96f37fc70b61b0f7a111ca9c0943e7d6/Nate.png",Nate Martins,Marketing
"Yes, your startup needs process documentation. Here's how to do it (with examples)",https://www.notion.so/blog/process-documentation-for-startups,"https://www.notion.so/cdn-cgi/image/format=webp,width=3840/https://images.ctfassets.net/spoqsaf9291f/2Zhdjtw72z7h8NjYFJjp61/ab8895ce6a519dec92bf00e32f3e7097/process_documentation.png",For Teams,"A startup’s job is to grow, which it can’t do successfully without a codified and simple-to-use process documentation system.","https://www.notion.so/cdn-cgi/image/format=auto,width=3840,quality=80/https://images.ctfassets.net/spoqsaf9291f/550M8eEkGIMTbrtotzQAWq/96f37fc70b61b0f7a111ca9c0943e7d6/Nate.png",Nate Martins,Marketing
Herding elephants: Lessons learned from sharding Postgres at Notion,https://www.notion.so/blog/sharding-postgres-at-notion,"https://www.notion.so/cdn-cgi/image/format=webp,width=3840/https://images.ctfassets.net/spoqsaf9291f/1DX7ZrgbAjNhpjhp1g4yFN/9781390a19c619e96a0420f1a0a12807/sharding-thumb.png",Tech,This months-long project migrated Notion’s PostgreSQL monolith into a horizontally-partitioned database fleet — an effort to make Notion faster and more reliable for years to come.,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Garrett Fidalgo,Infrastructure Technical Lead
7 tools we built on Notion instead of buying,https://www.notion.so/blog/7-tools-we-built-on-notion,"https://www.notion.so/cdn-cgi/image/format=webp,width=3840/https://images.ctfassets.net/spoqsaf9291f/10pAsd1X00mwAQhNrbxCre/46fa2d470a916dcdf721593b4d64135a/hnun-7tools-thumb__1_.jpg",Inspiration,"At Notion, we use Notion for everything — here are 7 custom tools we built to replace other software, complete with templates your team can use.","https://www.notion.so/cdn-cgi/image/format=auto,width=3840,quality=80/https://images.ctfassets.net/spoqsaf9291f/3aHF18zNRV5y0HEE1J7zDJ/b6b0f5890d1e7ed8113e96af999d8a44/Andrea__1_.png",Andrea Lim,Marketing
10 best Chrome extensions to level up your team's productivity,https://www.notion.so/blog/10-best-chrome-extensions-to-level-up-productivity,"https://www.notion.so/cdn-cgi/image/format=webp,width=3840/https://images.ctfassets.net/spoqsaf9291f/445suofUMQHs7GuoSjxpVE/10e0b0aa6b6bfd84815c0438af4b8176/chrome-extensions.png",For Teams,Browser distractions can have a ripple effect on company-wide productivity. The right Chrome extensions can help you and your team curb the most distracting parts of the web. We’ve pulled together a list of the best Chrome extensions for productivity to keep your team focused.,"https://www.notion.so/cdn-cgi/image/format=auto,width=3840,quality=80/https://images.ctfassets.net/spoqsaf9291f/550M8eEkGIMTbrtotzQAWq/96f37fc70b61b0f7a111ca9c0943e7d6/Nate.png",Nate Martins,Marketing
"Helping more startups experience Notion, in partnership with AWS and Stripe",https://www.notion.so/blog/expanding-notion-startups-program,"https://www.notion.so/cdn-cgi/image/format=webp,width=3840/https://images.ctfassets.net/spoqsaf9291f/3JUgwJppE8e0tLPCp99lzQ/e885416f39becb70ba6b1971b1b4247e/startup-relaunch.png",Notion HQ,We're growing our credit program and partnering with industry leaders to help more young companies win.,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Kate Taylor,Head of Customer Experience
Your institutional knowledge is your superpower: here's how to capture and codify it,https://www.notion.so/blog/institutional-knowledge-how-to-codify-it,"https://www.notion.so/cdn-cgi/image/format=webp,width=3840/https://images.ctfassets.net/spoqsaf9291f/5bL2NjHJN1Wcw6YOvid6xC/356fb4e3da6bc5018bab811f258980f5/institutional-knowledge.png",For Teams,"Working to catalog and preserve institutional knowledge to make it easily available for your team takes a little time and effort. But by taking it on, you can save money, improve collaboration, and get an edge on the competition.","https://www.notion.so/cdn-cgi/image/format=auto,width=3840,quality=80/https://images.ctfassets.net/spoqsaf9291f/550M8eEkGIMTbrtotzQAWq/96f37fc70b61b0f7a111ca9c0943e7d6/Nate.png",Nate Martins,Marketing
This Vision to Values template helped LinkedIn stay on course as it grew,https://www.notion.so/blog/vision-to-values-template,"https://www.notion.so/cdn-cgi/image/format=webp,width=3840/https://images.ctfassets.net/spoqsaf9291f/2jx91U8yspn5kGPVJ1R5QO/19545442f4521b006bdf545fd6aa4869/vision-to-values-thumb.png",Inspiration,Few teams actually codify why they're doing what they're doing. Former LinkedIn CEO Jeff Weiner developed this template to help companies do exactly this. ,"https://www.notion.so/cdn-cgi/image/format=auto,width=3840,quality=80/https://images.ctfassets.net/spoqsaf9291f/3aHF18zNRV5y0HEE1J7zDJ/b6b0f5890d1e7ed8113e96af999d8a44/Andrea__1_.png",Andrea Lim,Marketing
How knowledge-sharing leads to informed teams,https://www.notion.so/blog/how-to-improve-knowledge-sharing-within-your-startup,"https://www.notion.so/cdn-cgi/image/format=webp,width=3840/https://images.ctfassets.net/spoqsaf9291f/7xmlSYAnd2ywY0zWHPI4Ts/ccba5f3d47fb7a89207408fa19016e44/wiki-template.png",For Teams,"When knowledge flows freely, teams work at their peak efficiency. Find out the benefits of knowledge-sharing and ways to encourage it in your culture.","https://www.notion.so/cdn-cgi/image/format=auto,width=3840,quality=80/https://images.ctfassets.net/spoqsaf9291f/550M8eEkGIMTbrtotzQAWq/96f37fc70b61b0f7a111ca9c0943e7d6/Nate.png",Nate Martins,Marketing
"For consultant Fede Sanchez, Notion is the backbone of his 10,000-student productivity course",https://www.notion.so/blog/notion-consultant-fede-sanchez,"https://www.notion.so/cdn-cgi/image/format=webp,width=3840/https://images.ctfassets.net/spoqsaf9291f/4PEAHUcEXqvLIWE4ZdcQi9/af9acef3c41e8e621686dd6a244a0a46/fede-sanchez-consultant-spotlight-thumb.png",Inspiration,Notion Consultant Fede Sanchez fell in love with productivity tools when he was a teenager in Spain. Now he runs productivity bootcamps and UX/UI courses to teach others how to do their best work. Here are his best insights and tips for using Notion. ,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",William Nutt,Creator of Notion VIP
Alan Kay on the context and catalysts of personal computing,https://www.notion.so/blog/alan-kay,"https://www.notion.so/cdn-cgi/image/format=webp,width=3840/https://images.ctfassets.net/spoqsaf9291f/7jwtoCmRSWTEbjS1YkufGC/e4797cf93f230f73e16a0f7e812b8332/alan_hero_2.png",Pioneers,"Alan Kay, or the “father of personal computers,"" is best known for his work on object-oriented programming languages, windowing graphical user interface design, and for leading the team that developed Smalltalk.","https://www.notion.so/cdn-cgi/image/format=auto,width=3840,quality=80/https://images.ctfassets.net/spoqsaf9291f/5tubhj7JsmEJZKCA5oO6X7/12a2e748874884843f30ca9a178280ff/Devon.png",Devon Zuegel,Product
How to get organized with a task list template,https://www.notion.so/blog/create-perfect-task-list-template,"https://www.notion.so/cdn-cgi/image/format=webp,width=3840/https://images.ctfassets.net/spoqsaf9291f/1DYVrFU94Rt0pXeBMe5GzU/4d59bf6f48c572d2f90d3e6033cf9bd0/task-list.png",For Teams,"Task list templates will get you organized, help you stay on top of your tasks, and create a more productive flow for your projects.","https://www.notion.so/cdn-cgi/image/format=auto,width=3840,quality=80/https://images.ctfassets.net/spoqsaf9291f/71jMHbWZR9otY6j4aC6rOV/392cbf5a3d0878cbee6fecb97b0a0981/Alyssa_Zacharias.png", Alyssa Zacharias,Marketing
"Taking building blocks beyond the workspace - Welcome, Automate.io!",https://www.notion.so/blog/taking-building-blocks-beyond-the-workspace-welcome-automate-io,"https://www.notion.so/cdn-cgi/image/format=webp,width=3840/https://images.ctfassets.net/spoqsaf9291f/1m1UuuJ4ZWIyz2jB8iS17J/08a9370ac779623fc362f9f25811e91c/automate-aquisition.png",Notion HQ,"A big part of our vision is connecting Notion with every other tool and system you use, so you can streamline, automate, and centralize your everyday work. Today, we're taking a big leap towards that reality: we're acquiring Automate.io, a company that has spent the last 5 years building connectivity and integrations for 200+ other software tools.
","https://www.notion.so/cdn-cgi/image/format=auto,width=3840,quality=80/https://images.ctfassets.net/spoqsaf9291f/XtADuDGfu1aBt0o7FHA7P/e11bafcd6537fd0067e9b02323697495/Notion-Ivan.png",Ivan Zhao,Co-founder & CEO
The startup's guide to knowledge management,https://www.notion.so/blog/startup-guide-to-knowledge-management,"https://www.notion.so/cdn-cgi/image/format=webp,width=3840/https://images.ctfassets.net/spoqsaf9291f/NPGwfq394uL2CgpckMQ2b/c9aed171ed09683ce41f6e32a654a7aa/knowledge-management.png",For Teams,Gain a competitive advantage over other startups by baking in this element of knowledge-sharing as early as you can in the startup lifecycle. The long-term health and success of the startup depend on it.,"https://www.notion.so/cdn-cgi/image/format=auto,width=3840,quality=80/https://images.ctfassets.net/spoqsaf9291f/550M8eEkGIMTbrtotzQAWq/96f37fc70b61b0f7a111ca9c0943e7d6/Nate.png",Nate Martins,Marketing
